,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,sentence1,sentence2,label
2898,2898,2898,2898,Chinese,一个将魔力藏于头发中的妖精出现在伊丽莎白·安·斯卡伯勒 1984 年的小说《The Harem of Aman Akbar》中。,阿·佩里（力量在她的头发里）出现在 1984 年的伊丽莎白·安·斯卡伯勒的小说《哈曼·阿克巴的后宫》。,0
2899,2899,2899,2899,Chinese,19 岁时，她搬到斯德哥尔摩，2011 年搬到纽约。,她在 19 岁时搬至斯德哥尔摩，并于 2011 年搬至纽约。,1
2900,2900,2900,2900,Chinese,在实践中是 Mesquite“模块”Java - 类别，通常是具体类定义的抽象子类。,在实践中，麦斯奎特“模块”Java 类，通常是具有具体类定义的抽象子类。,1
2901,2901,2901,2901,Chinese,在早期天文学领域，他因引入数学地球仪和对理解行星运动所作出的天文学贡献而名声大噪。,在数学天文学领域，他的声誉归功于天文球体的提出，以及他对理解行星运动的早期贡献。,0
2902,2902,2902,2902,Chinese,它的若干子部队（直接 moiras 或旅）的飘带应当也有其自己的颜色。,它的直接次级单位的飘带，即几个 Moiras 或旅的飘带也应该有自己的颜色。,0
2903,2903,2903,2903,Chinese,玻里尼西亚的尼奥是法国的一处环礁，名为 Aleksey Greig to Greig。,法属波利尼西亚尼奥的一处环礁以格雷格的名字命名，称为阿列克谢·格雷格。,1
2904,2904,2904,2904,Chinese,第四个女儿利奥诺拉是天文学家和天体物理学家塞西莉亚·佩恩-加波什金的继祖母。,里奥诺拉是其四女儿，她还是天文学家、天体物理学塞西莉亚·佩恩·加波施金的继母。,0
2905,2905,2905,2905,Chinese,1914 年 10 月 15 日，Ruth Marie Brinkmeyer 与印第安纳波利斯的乔结婚。,1914 年 10 月 15 日，露丝·玛丽·布林克梅尔嫁给了乔·冯·印第安纳波利斯。,1
2906,2906,2906,2906,Chinese,文帕蒂·钦纳·萨提亚姆（1929 年 10 月 15 日 - 2012 年 7 月 29 日）是印度舞蹈家和库契普迪舞蹈风格的大师。,Vempati Chinna Satyam（1929 年 10 月 15 日 - 2012 年 7 月 29 日）是库契普迪舞舞蹈家及印度舞大师。,0
2907,2907,2907,2907,Chinese,它在 1240 年代第一次被确认，在 1524 年的革新期间被解除。,它在 1240 年代首次被确立，并在 1524 年的宗教改革中被废除。,1
2908,2908,2908,2908,Chinese,这些内容记录在他的尸体山哈布城的两行分开的铭文中，这两行铭文实际很长，彼此稍有不同。,这些内容记录在哈布城部落的他尸体内的两处长铭文中，这些铭文实际上是分开的，彼此稍有不同。,0
2909,2909,2909,2909,Chinese,无论是陀思妥耶夫斯基先前对陀思妥耶夫斯基的承诺，还是安娜与雅克拉德的巨大政治分歧，均未阻止他们之间经常进行的亲密联系。,无论是安娜之前与陀思妥耶夫斯基的婚约还是陀思妥耶夫斯基与雅克拉德强烈的政治分歧都没能阻止他们热切的定期见面。,0
2910,2910,2910,2910,Chinese,Khap 是一个氏族，或相关氏族的族群，主要由西部北方邦和东部哈雅纳省的贾特人管理。,Khap 是指一个氏族，或相关氏族的族群，主要分布在北方邦东部和哈里亚纳邦西部的贾特人中。,0
2911,2911,2911,2911,Chinese,例如，在两栖动物中，Cerberus 在前端内脏内胚层中表现出来，而在鼠类中，它在前背内胚层中表现出来。,例如，在两栖动物中，Cerberus 在前背内胚层中表现出来，而在鼠类中，它在前端内脏内胚层中表现出来。,0
2912,2912,2912,2912,Chinese,在这个过程中，他感觉到了艾米莉·布朗特，并发现她是塔姆辛的理想人选。,在这个过程中，他最后感觉到了 Emily Blunt，并发现她是理想的 Tamsin。,1
2913,2913,2913,2913,Chinese,自 1983 年起，阿比让一直是首都，但亚穆苏克罗仍为行政中心。,首都自 1983 年起是阿比让；但是亚穆苏克罗仍是行政中心。,1
2914,2914,2914,2914,Chinese,“2”在治安法官史蒂芬·福特的主婚下，本杰明·霍夫于 1806 年 8 月 29 日与伊丽莎白·科尔在杰斐逊县完婚。,1806 年 8 月 29 日，在治安法官本杰明·霍夫主婚下，史蒂芬·史蒂芬在杰弗逊县与伊丽莎白·科尔完婚。,0
2915,2915,2915,2915,Chinese,于热于 1962 年出生于巴黎，他在智利和纽约生活与工作。,Huyghe 1962 年出生于智利和纽约。Huyghe 在巴黎生活和工作。,0
2916,2916,2916,2916,Chinese,诺曼·梅兰克顿·格兹本名为诺曼·贝尔·格兹（1893 年 4 月 27 日至 1958 年 5 月 8 日），是一名美国戏剧和工业设计师。,诺曼·贝尔·格迪斯，本名诺曼·梅兰克顿·格迪斯（1893 年 4 月 27 日至 1958 年 5 月 8 日），是一位美国舞台和工业设计师。,0
2917,2917,2917,2917,Chinese,西班牙女子国家队代表西班牙参加国际壁球团体赛，并由 Real Federación Española de Squash 管理。,西班牙国家女子壁球队代表西班牙参加国际壁球团体赛，并由 Real Federación Española de Squash 管理。,1
2918,2918,2918,2918,Chinese,南端的 Cook Pond 之前也称为 South Watuppa Pond，位于 Laurel 湖以东，汤顿河以西。,库克池之前也称为劳雷尔湖，位于汤顿河南端和南瓦图帕池西侧。,0
2919,2919,2919,2919,Chinese,她的孩子有马文·艾森斯塔特，其配偶为芭芭拉；；格拉迪斯·艾森斯塔特；伊拉·艾森斯塔特，配偶为迪尔德丽·豪利；以及埃伦·艾森斯塔特，配偶为赫伯特·科恩。,他们的孩子包括：芭芭拉，配偶为迪尔德丽·豪利；格拉迪斯·艾森斯塔特；伊拉·艾森斯塔特，配偶为赫伯特·科恩；以及埃伦·艾森斯塔特，配偶为马文·艾森斯塔特。,0
2920,2920,2920,2920,Chinese,通过东汤顿、伯克利和新贝德福德地区机场的小飞机在当地提供空运服务。,航运服务由伯克利东汤顿地区本地的小型飞机和新贝德福德的区域性机场提供。,1
2921,2921,2921,2921,Chinese,阿米尔·汗在读完梅赫拉的《巴萨提的颜色》剧本后立即同意出演。,看完阿米尔·汗的剧本后，梅赫拉当即同意参演“芭萨提的颜色”。,0
2922,2922,2922,2922,Chinese,1947 年，该站点由英国福克兰群岛属地调查局布置妥当，做为阿根廷群岛上的 F 站或“冬季岛”。,该站由英国福克兰群岛属地调查队于 1947 年在温特岛设立为 F 站或“阿根廷群岛”。,0
2923,2923,2923,2923,Chinese,一种新分子实体 (NME) 含有一种药物，它是从未获得 FDA 批准也无法在美国上市销售的活性成分。,新分子实体 (NME) 是一种药物，含有从未获得 FDA 批准也未在美国上市销售的活性成分。,0
2924,2924,2924,2924,Chinese,有关暗物质的间接证据来自于它对暗物质的引力作用，因为实验室尚未观测到其他物质粒子。,暗物质的间接证据来它自对暗物质的引力影响，因为在实验室未观察到任何其他物质微粒。,1
2925,2925,2925,2925,Chinese,附近是瓦洛瓦河，它是洛斯廷河的一条支流，位于俄勒冈州东北部的瓦洛瓦山脉以东。,洛斯廷河位于附近，这条河流是瓦洛厄河的一条支流，位于俄勒冈州东北部瓦洛厄山脉以东。,0
2926,2926,2926,2926,Chinese,第一个或“窄的”系统由 (O III) 的红线和红移 z = 0.712 的其他电离元素组成。,"首个或“窄”系统包括 (O III) 的红线和红移达到 z = 0,712 的其他电离元素。",1
2927,2927,2927,2927,Chinese,7 月初，史蒂夫·惠特利，哈珀·惠特利和加勒特·惠特利的罪犯父亲，以及本尼·卡梅伦的兄弟。,加勒特·惠特利于七月初首次亮相。他是哈珀·惠特利和史蒂夫·惠特利的罪犯父亲，也是班尼·卡梅伦的兄弟。,0
2928,2928,2928,2928,Chinese,在尼斯贝特和威尔逊论文的启发下，皮特·约翰逊及同事使用一种新技术调查了受试者对他们自己的偏好的观点。,彼得·约翰森及其同事们受尼斯贝特和威尔逊的论文的启发，用新技巧考察了研究对象对自身偏好的想法。,1
2929,2929,2929,2929,Chinese,这张专辑包含了由 Nurse With Wound 独创性混合的混音素材，并在 2007 年以《Disconnected》进行发行。,这张专辑包含了由 Nurse With Wound 首个发行的混合素材，并于 2007 年作为 Disconnected 混合。,0
2930,2930,2930,2930,Chinese,Scherer 是雷鸟酒店、Las Vegas Club 和撒哈拉酒店的投资人。,谢雷尔是雷鸟酒店、Las Vegas Club 以及撒哈拉酒店的投资者。,1
2931,2931,2931,2931,Chinese,梅特提出从帕丁顿延伸到南肯辛顿并向南从沼泽门延伸到塔丘再到南部的建议，这个建议在 1864 年 7 月 29 日得到采纳并获御准。,梅特提出的从帕丁顿向南延伸至南肯辛顿，从穆尔盖特向东延伸至陶尔希尔的提议在 1864 年 7 月 29 日得到采纳并获得皇家批准。,0
2932,2932,2932,2932,Chinese,在这样的背景之下，射箭也被称作一种“刺穿艺术”，这个艺术类别有时还包括飞刀投掷和射击示范。,在这样的背景之下，射箭也被称作一种“刺穿艺术”，这个艺术类别有时还包括飞刀投掷和精准射击示范。,1
2933,2933,2933,2933,Chinese,黑暗隐居处是一个完全没有光线的空间里的一个单独的隐居处。,闭黑关是在完全没有光线的空间内独自闭关。,1
2934,2934,2934,2934,Chinese,1950 年代早期，Fiaminghi 开始创作抽象艺术作品，并在其中融入了构成艺术元素。,20 世纪 50 年代初期，Fiaminghi 开始创作构成艺术的作品，融合抽象艺术的元素。,0
2935,2935,2935,2935,Chinese,欧陆联赛是为创建包括第三个大型俱乐部在内的新联盟所作的最后一次重要尝试。,大陆联盟是为创建第三大俱乐部的新联盟所作的最后一次重大尝试。,1
2936,2936,2936,2936,Chinese,这是第六届锦标赛，也是 2013 至 2014 IRB 世界七人榄球系列赛的第三站。,这是第六届锦标赛，也是 2013 至 2014 IRB 世界七人榄球系列赛的第三站。,1
2937,2937,2937,2937,Chinese,该车站是岩岛区 Metra 线的一部分，在乔利埃特和芝加哥卢普区的拉塞尔街车站之间运行。,该车站是拉塞尔街车站 Metra 线的一部分，该线路在芝加哥卢普区的乔利埃特和岩岛区之间运行。,0
2938,2938,2938,2938,Chinese,对于给定数据，拓扑向量空间公式 13 被称为“初始对象”或“初始结构”。,对于给定数据，初始向量空间公式 13 调用初始对象“或”拓扑结构。,0
2939,2939,2939,2939,Chinese,它是布鲁斯·帕特洛的遗孀以及演员格温妮丝·帕特洛和导演杰克·帕特洛的母亲。,她是布鲁斯·帕特洛的遗孀，女演员格温妮丝·帕特洛和导演杰克·帕特洛的母亲。,1
2940,2940,2940,2940,Chinese,新奥尔良的迪博尔和欧文是建筑师，Mobile 的 G. A. Chamblin 是承包商。,建筑师是新奥尔良的迪博尔和欧文，承包人是来自 Mobile 的 G. A. Chamblin。,1
2941,2941,2941,2941,Chinese,布雷扎河是罗马尼亚 Geamărtălui 河的支流。,布雷亚扎河是罗马尼亚 Geamărtălui 河的一条支流。,1
2942,2942,2942,2942,Chinese,副主编是赫伯特·维塞尔斯（自 2009 年起），主编是马库斯·埃尔默特（自 2002 年起）。,总编辑是赫伯特·韦塞尔斯（自 2009 年起），第二编辑是马库斯·埃尔默特（自 2002 年起）。,0
2943,2943,2943,2943,Chinese,1865 年 8 月 17 日，第 3 纽约志愿骑兵队与第 16 纽约志愿骑兵队合并为第 13 纽约暂编骑兵队。,1865 年 8 月 17 日，纽约第十三志愿者骑兵队与纽约第十六志愿者骑兵队合并为纽约第三临时骑兵队。,0
2944,2944,2944,2944,Chinese,今天，他们中的大多数人住在保加利亚，有些人仍然住在希腊。,他们中的大多数人目前生活在希腊，有一些人仍留在保加利亚。,0
2945,2945,2945,2945,Chinese,1937 年，杰拉尔德·黑尔德与妻子玛丽亚、儿子赫胥黎以及朋友马修·赫胥黎一同搬去了好莱坞。,1937 年，杰拉尔德·黑尔德与妻子玛丽亚、儿子赫胥黎以及朋友马修·赫胥黎一同搬去了好莱坞。,1
2946,2946,2946,2946,Chinese,1924 年夏季，他前往阿肯色州南部的犹尼昂县，在斯马科弗附近诺夫利特的一间办公室从事繁荣的石油事业。,1924 年夏季，他前往阿肯色州南部的犹尼昂县，在斯马科弗附近诺夫利特的一间办公室从事繁荣的石油事业。,1
2947,2947,2947,2947,Chinese,加利福利亚州 Yamato Colony 是位于加利福利亚州利文斯顿的一个日本农业社区。,加利福尼亚是位于加利福尼亚州大和区利文斯顿的一家日本农业社区。,0
2948,2948,2948,2948,Chinese,索托出生在沃斯堡市，但一岁时搬到了墨西哥的蒙特雷。,索托出生于墨西哥蒙特雷，但在一岁时搬到了沃斯堡。,0
2949,2949,2949,2949,Chinese,"1989 年 11 月，德莱尼成为纽约证券交易所的成员，并成为 Henderson Brothers , Inc. 和 Bear Wagner 的高级常务董事。","1989 年 11 月，德莱尼成为纽约证券交易所的一员，并且担任 Henderson Brothers , Inc. 和 Bear Wagner 的高级常务董事。",1
2950,2950,2950,2950,Chinese,在其他文章中，它赞扬了舒曼计划背后的经济思想，并对欧洲共同市场的扩张表示赞赏。,在其他文章中，它赞扬了舒曼计划背后的经济思想，并对欧洲共同市场的扩张表示赞同。,1
2951,2951,2951,2951,Chinese,她补充说强奸发生在这起事件后不久。,她补充说强奸发生在之前提到的事件发生后不久。,1
2952,2952,2952,2952,Chinese,其他正式的世界锦标赛以如下次序开始：1985 年巴西跳棋；1993 年俄罗斯跳棋；2014 年土耳其跳棋。,其他的官方世界杯开赛情况如下所示： 1985年的巴西人，1993 年的土耳其人，2014 年的俄罗斯人。,0
2953,2953,2953,2953,Chinese,会议因许多信使的到来而中断，他们由这座城市里各类拥有权势或影响力的马杜克人派遣，为王子带来不同晚宴邀请函。,会议因众多信使的到来而中断，派遣他们的是城中各路颇有权势和影响力的马杜克人，为的是带来给王子的各种晚宴请帖。,1
2954,2954,2954,2954,Chinese,威廉·克普勒于 1932 年加入 Cuno 以担任阿道夫·希特勒的财务顾问。,"1932 年，库诺加入威廉·开普勒尔 , 为阿道夫·希特勒提供经济方面的建议。",0
2955,2955,2955,2955,Chinese,该舞蹈是出埃及乐队的歌曲《美妙华尔兹》的灵感来源之一，这首歌曲出自他们的 1989 年专辑《毒性灾害》。,这支舞是她 1989 年的专辑《Fabulous Disaster》中的歌曲《The Toxic Waltz》的灵感之一。,0
2956,2956,2956,2956,Chinese,二月初所报道的火灾数为 73 起，其中 26 起失控，预计时间为控制下一个月火灾。,2 月初，共有 73 个火灾报告，其中共有 26 场火灾失去控制，预计是控制另一个月的火灾的时候了。,1
2957,2957,2957,2957,Chinese,Valea lui Lambă 河或 Lom 河是罗马尼亚的 Șimon 河的支流。,Valea lui Lambă 河或洛姆河是罗马尼亚河流 `` unk '' imon 的支流。,1
